Name,Type1,Type2,Total,HP,Attack,Defense,Sp_Atk,Sp_Def,Speed,PokeAPI_Matched,PokeAPI_Query_Name,PokeAPI_ID,Base_Experience,Height_dm,Weight_hg,Ability_Count,Hidden_Ability_Count,Abilities,Move_Count,Is_Default_Form,Species_Name,Generation,Habitat,Growth_Rate,Color,Shape,Capture_Rate,Base_Happiness,Is_Baby,Is_Legendary,Is_Mythical,Evolves_From,Rarity_Context_Flag,Evolution_Context_Flag,Height_dm_Scaled_Enriched,Weight_hg_Scaled_Enriched,Base_Experience_Scaled_Enriched,Ability_Count_Scaled_Enriched,Hidden_Ability_Count_Scaled_Enriched,Move_Count_Scaled_Enriched,Resource_Intensity_Index,Ability_Complexity_Index,Enrichment_Context_Score
Magikarp,Water,,200,20,10,55,15,20,80,True,magikarp,129.0,40.0,9.0,100.0,2.0,1.0,"swift-swim, rattled",5.0,True,magikarp,generation-i,waters-edge,slow,red,fish,255.0,70.0,False,False,False,,0,0,0.04020100502512563,0.009901980396079216,0.006993006993006992,0.5,1.0,0.0106951871657754,0.019031997471403946,0.5035650623885918,0.20713562419685788
Gyarados,Water,Flying,540,95,125,79,60,100,81,True,gyarados,130.0,189.0,65.0,2350.0,2.0,1.0,"intimidate, moxie",103.0,True,gyarados,generation-i,waters-edge,slow,blue,squiggle,45.0,70.0,False,False,False,magikarp,0,1,0.32160804020100503,0.23494698939787956,0.2674825174825175,0.5,1.0,0.2727272727272727,0.27467918236046734,0.5909090909090909,0.46876739107177656
Gyarados,Water,Dark,640,95,155,109,70,130,81,True,gyarados,130.0,189.0,65.0,2350.0,2.0,1.0,"intimidate, moxie",103.0,True,gyarados,generation-i,waters-edge,slow,blue,squiggle,45.0,70.0,False,False,False,magikarp,0,1,0.32160804020100503,0.23494698939787956,0.2674825174825175,0.5,1.0,0.2727272727272727,0.27467918236046734,0.5909090909090909,0.46876739107177656
Lapras,Water,Ice,535,130,85,80,85,95,60,True,lapras,131.0,187.0,25.0,2200.0,3.0,1.0,"water-absorb, shell-armor, hydration",112.0,True,lapras,generation-i,sea,slow,blue,fish,45.0,70.0,False,False,False,,0,0,0.12060301507537688,0.21994398879775956,0.26398601398601396,1.0,1.0,0.29679144385026734,0.20151100595305013,0.7655971479500892,0.3666921609659507
Ditto,Normal,,288,48,48,48,48,48,48,True,ditto,132.0,101.0,3.0,40.0,2.0,1.0,"limber, imposter",1.0,True,ditto,generation-i,urban,medium,purple,ball,35.0,70.0,False,False,False,,0,0,0.010050251256281405,0.003900780156031206,0.11363636363636362,0.5,1.0,0.0,0.042529131682892074,0.5,0.21275873950486762
Eevee,Normal,,325,55,55,50,45,65,55,True,eevee,133.0,65.0,3.0,65.0,3.0,1.0,"run-away, adaptability, anticipation",74.0,True,eevee,generation-i,urban,medium,brown,quadruped,45.0,70.0,False,False,False,,0,0,0.010050251256281405,0.00640128025605121,0.05069930069930069,1.0,1.0,0.19518716577540104,0.0223836107372111,0.7317290552584671,0.29940670532455016
Eevee,Normal,,435,65,75,70,65,85,75,True,eevee,133.0,65.0,3.0,65.0,3.0,1.0,"run-away, adaptability, anticipation",74.0,True,eevee,generation-i,urban,medium,brown,quadruped,45.0,70.0,False,False,False,,0,0,0.010050251256281405,0.00640128025605121,0.05069930069930069,1.0,1.0,0.19518716577540104,0.0223836107372111,0.7317290552584671,0.29940670532455016
Vaporeon,Water,,525,130,65,60,110,95,65,True,vaporeon,134.0,184.0,10.0,290.0,2.0,1.0,"water-absorb, hydration",101.0,True,vaporeon,generation-i,urban,medium,blue,quadruped,45.0,70.0,False,False,False,eevee,0,1,0.04522613065326633,0.02890578115623125,0.25874125874125875,0.5,1.0,0.267379679144385,0.11095772351691878,0.589126559714795,0.4189379409409937
Jolteon,Electric,,525,65,65,60,110,95,130,True,jolteon,135.0,184.0,8.0,245.0,2.0,1.0,"volt-absorb, quick-feet",100.0,True,jolteon,generation-i,urban,medium,yellow,quadruped,45.0,70.0,False,False,False,eevee,0,1,0.035175879396984924,0.02440488097619524,0.25874125874125875,0.5,1.0,0.2647058823529411,0.10610733970481297,0.5882352941176471,0.41712631955850277
Flareon,Fire,,525,65,130,60,95,110,65,True,flareon,136.0,184.0,9.0,250.0,2.0,1.0,"flash-fire, guts",97.0,True,flareon,generation-i,urban,medium,red,quadruped,45.0,70.0,False,False,False,eevee,0,1,0.04020100502512563,0.02490498099619924,0.25874125874125875,0.5,1.0,0.2566844919786096,0.10794908158752788,0.5855614973262032,0.4166093234067396
Porygon,Normal,,395,65,60,70,85,75,40,True,porygon,137.0,79.0,8.0,365.0,3.0,1.0,"trace, download, analytic",87.0,True,porygon,generation-i,urban,medium,pink,legs,45.0,70.0,False,False,False,,0,0,0.035175879396984924,0.03640728145629126,0.07517482517482516,1.0,1.0,0.2299465240641711,0.048919328676033776,0.7433155080213903,0.3120020018113663
Omanyte,Rock,Water,355,35,40,100,90,55,35,True,omanyte,138.0,71.0,4.0,75.0,3.0,1.0,"swift-swim, shell-armor, weak-armor",80.0,True,omanyte,generation-i,sea,medium,blue,tentacles,45.0,70.0,False,False,False,,0,0,0.01507537688442211,0.007401480296059212,0.061188811188811185,1.0,1.0,0.21122994652406415,0.027888556123097503,0.7370766488413548,0.3031972263734712
Omastar,Rock,Water,495,70,60,125,115,70,55,True,omastar,139.0,173.0,10.0,350.0,3.0,1.0,"swift-swim, shell-armor, weak-armor",86.0,True,omastar,generation-i,sea,medium,blue,tentacles,45.0,70.0,False,False,False,omanyte,0,1,0.04522613065326633,0.034906981396279256,0.2395104895104895,1.0,1.0,0.22727272727272724,0.10654786718667837,0.7424242424242423,0.4789340571257005
Kabuto,Rock,Water,355,30,80,90,55,45,55,True,kabuto,140.0,71.0,5.0,115.0,3.0,1.0,"swift-swim, battle-armor, weak-armor",83.0,True,kabuto,generation-i,sea,medium,brown,armor,45.0,70.0,False,False,False,,0,0,0.020100502512562814,0.011402280456091218,0.061188811188811185,1.0,1.0,0.2192513368983957,0.030897198052488407,0.7397504456327986,0.30516933766886595
Kabutops,Rock,Water,495,60,115,105,65,70,80,True,kabutops,141.0,173.0,13.0,405.0,3.0,1.0,"swift-swim, battle-armor, weak-armor",103.0,True,kabutops,generation-i,sea,medium,brown,upright,45.0,70.0,False,False,False,kabuto,0,1,0.06030150753768845,0.04040808161632327,0.2395104895104895,1.0,1.0,0.2727272727272727,0.11340669288816707,0.7575757575757575,0.48705231089675305
Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,True,aerodactyl,142.0,180.0,18.0,590.0,3.0,1.0,"rock-head, pressure, unnerve",98.0,True,aerodactyl,generation-i,mountain,slow,purple,wings,45.0,70.0,False,False,False,,0,0,0.08542713567839197,0.05891178235647129,0.2517482517482518,1.0,1.0,0.25935828877005346,0.13202905659437167,0.7531194295900178,0.3408564888143186
Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,True,aerodactyl,142.0,180.0,18.0,590.0,3.0,1.0,"rock-head, pressure, unnerve",98.0,True,aerodactyl,generation-i,mountain,slow,purple,wings,45.0,70.0,False,False,False,,0,0,0.08542713567839197,0.05891178235647129,0.2517482517482518,1.0,1.0,0.25935828877005346,0.13202905659437167,0.7531194295900178,0.3408564888143186
Snorlax,Normal,,540,160,110,65,65,110,30,True,snorlax,143.0,189.0,21.0,4600.0,3.0,1.0,"immunity, thick-fat, gluttony",137.0,True,snorlax,generation-i,mountain,slow,black,humanoid,25.0,70.0,False,False,False,munchlax,0,1,0.10050251256281408,0.45999199839967997,0.2674825174825175,1.0,1.0,0.3636363636363636,0.27599234281500384,0.787878787878788,0.5479492179960164
Articuno,Ice,Flying,580,90,85,100,95,125,85,True,articuno,144.0,261.0,17.0,554.0,2.0,1.0,"pressure, snow-cloak",90.0,True,articuno,generation-i,rare,slow,blue,wings,3.0,35.0,False,True,False,,1,0,0.08040201005025126,0.05531106221244249,0.39335664335664333,0.5,1.0,0.23796791443850265,0.17635657187311238,0.5793226381461676,0.4346360268204007
Articuno,Psychic,Flying,580,90,85,85,125,100,95,True,articuno,144.0,261.0,17.0,554.0,2.0,1.0,"pressure, snow-cloak",90.0,True,articuno,generation-i,rare,slow,blue,wings,3.0,35.0,False,True,False,,1,0,0.08040201005025126,0.05531106221244249,0.39335664335664333,0.5,1.0,0.23796791443850265,0.17635657187311238,0.5793226381461676,0.4346360268204007
Zapdos,Electric,Flying,580,90,90,85,125,90,100,True,zapdos,145.0,261.0,16.0,526.0,2.0,1.0,"pressure, static",88.0,True,zapdos,generation-i,rare,slow,yellow,wings,3.0,35.0,False,True,False,,1,0,0.07537688442211056,0.05251050210042008,0.39335664335664333,0.5,1.0,0.23262032085561496,0.17374800995972464,0.5775401069518716,0.43314044576866606
Zapdos,Fighting,Flying,580,90,125,90,85,90,100,True,zapdos,145.0,261.0,16.0,526.0,2.0,1.0,"pressure, static",88.0,True,zapdos,generation-i,rare,slow,yellow,wings,3.0,35.0,False,True,False,,1,0,0.07537688442211056,0.05251050210042008,0.39335664335664333,0.5,1.0,0.23262032085561496,0.17374800995972464,0.5775401069518716,0.43314044576866606
Moltres,Fire,Flying,580,90,100,90,125,85,90,True,moltres,146.0,261.0,20.0,600.0,2.0,1.0,"pressure, flame-body",84.0,True,moltres,generation-i,rare,slow,yellow,wings,3.0,35.0,False,True,False,,1,0,0.09547738693467338,0.059911982396479296,0.39335664335664333,0.5,1.0,0.22192513368983954,0.18291533756259867,0.5739750445632799,0.4344646190940915
Moltres,Dark,Flying,580,90,85,90,100,125,90,True,moltres,146.0,261.0,20.0,600.0,2.0,1.0,"pressure, flame-body",84.0,True,moltres,generation-i,rare,slow,yellow,wings,3.0,35.0,False,True,False,,1,0,0.09547738693467338,0.059911982396479296,0.39335664335664333,0.5,1.0,0.22192513368983954,0.18291533756259867,0.5739750445632799,0.4344646190940915
Dratini,Dragon,,300,41,64,45,50,50,50,True,dratini,147.0,60.0,18.0,33.0,2.0,1.0,"shed-skin, marvel-scale",86.0,True,dratini,generation-i,waters-edge,slow,blue,squiggle,45.0,35.0,False,False,False,,0,0,0.08542713567839197,0.003200640128025605,0.04195804195804195,0.5,1.0,0.22727272727272724,0.04352860592148652,0.5757575757575758,0.2433616120794763
Dragonair,Dragon,,420,61,84,65,70,70,70,True,dragonair,148.0,147.0,40.0,165.0,2.0,1.0,"shed-skin, marvel-scale",84.0,True,dragonair,generation-i,waters-edge,slow,blue,squiggle,45.0,35.0,False,False,False,dratini,0,1,0.19597989949748745,0.01640328065613123,0.19405594405594404,0.5,1.0,0.22192513368983954,0.13547970806985424,0.5739750445632799,0.4202339302462682
Dragonite,Dragon,Flying,600,91,134,95,100,100,80,True,dragonite,149.0,270.0,22.0,2100.0,2.0,1.0,"inner-focus, multiscale",139.0,True,dragonite,generation-i,waters-edge,slow,brown,upright,45.0,35.0,False,False,False,dragonair,0,1,0.10552763819095479,0.20994198839767952,0.40909090909090906,0.5,1.0,0.3689839572192513,0.24152017855984778,0.622994652406417,0.4716539145305212
Mewtwo,Psychic,,680,106,110,90,154,90,130,True,mewtwo,150.0,306.0,20.0,1220.0,2.0,1.0,"pressure, unnerve",167.0,True,mewtwo,generation-i,rare,slow,purple,upright,3.0,0.0,False,True,False,,1,0,0.09547738693467338,0.12192438487697539,0.4720279720279721,0.5,1.0,0.4438502673796791,0.22980991461320696,0.6479500891265597,0.478123010034586
Mewtwo,Psychic,Fighting,780,106,190,100,154,100,130,True,mewtwo,150.0,306.0,20.0,1220.0,2.0,1.0,"pressure, unnerve",167.0,True,mewtwo,generation-i,rare,slow,purple,upright,3.0,0.0,False,True,False,,1,0,0.09547738693467338,0.12192438487697539,0.4720279720279721,0.5,1.0,0.4438502673796791,0.22980991461320696,0.6479500891265597,0.478123010034586
Mewtwo,Psychic,,780,106,150,70,194,120,140,True,mewtwo,150.0,306.0,20.0,1220.0,2.0,1.0,"pressure, unnerve",167.0,True,mewtwo,generation-i,rare,slow,purple,upright,3.0,0.0,False,True,False,,1,0,0.09547738693467338,0.12192438487697539,0.4720279720279721,0.5,1.0,0.4438502673796791,0.22980991461320696,0.6479500891265597,0.478123010034586
Mew,Psychic,,600,100,100,100,100,100,100,True,mew,151.0,270.0,4.0,40.0,1.0,0.0,synchronize,375.0,True,mew,generation-i,rare,medium-slow,pink,upright,45.0,100.0,False,False,True,,1,0,0.01507537688442211,0.003900780156031206,0.40909090909090906,0.0,0.0,1.0,0.14268902204378744,0.3333333333333333,0.32614003994646956
Chikorita,Grass,,318,45,49,65,49,65,45,True,chikorita,152.0,64.0,9.0,64.0,2.0,1.0,"overgrow, leaf-guard",76.0,True,chikorita,generation-ii,grassland,medium-slow,green,quadruped,45.0,70.0,False,False,False,,0,0,0.04020100502512563,0.00630126025205041,0.048951048951048945,0.5,1.0,0.20053475935828874,0.03181777140940833,0.5668449197860962,0.23628329933726097
Bayleef,Grass,,405,60,62,80,63,80,60,True,bayleef,153.0,142.0,12.0,158.0,2.0,1.0,"overgrow, leaf-guard",78.0,True,bayleef,generation-ii,grassland,medium-slow,green,quadruped,45.0,70.0,False,False,False,chikorita,0,1,0.055276381909547735,0.015703140628125625,0.1853146853146853,0.5,1.0,0.20588235294117646,0.0854314026174529,0.5686274509803921,0.40308040117739274
Meganium,Grass,,525,80,82,100,83,100,80,True,meganium,154.0,236.0,18.0,1005.0,2.0,1.0,"overgrow, leaf-guard",96.0,True,meganium,generation-ii,grassland,medium-slow,green,quadruped,45.0,70.0,False,False,False,bayleef,0,1,0.08542713567839197,0.10042008401680336,0.3496503496503497,0.5,1.0,0.25401069518716574,0.17849918978184834,0.5846702317290552,0.4374178496261766
Cyndaquil,Fire,,309,39,52,43,60,50,65,True,cyndaquil,155.0,62.0,5.0,79.0,2.0,1.0,"blaze, flash-fire",77.0,True,cyndaquil,generation-ii,grassland,medium-slow,yellow,humanoid,45.0,70.0,False,False,False,,0,0,0.020100502512562814,0.007801560312062412,0.04545454545454544,0.5,1.0,0.2032085561497326,0.024452202759723558,0.5677361853832442,0.23443013498121476
Quilava,Fire,,405,58,64,58,80,65,80,True,quilava,156.0,142.0,9.0,190.0,2.0,1.0,"blaze, flash-fire",77.0,True,quilava,generation-ii,grassland,medium-slow,yellow,quadruped,45.0,70.0,False,False,False,cyndaquil,0,1,0.04020100502512563,0.01890378075615123,0.1853146853146853,0.5,1.0,0.2032085561497326,0.08147315703198739,0.5677361853832442,0.4015364212628939
Typhlosion,Fire,,534,78,84,78,109,85,100,True,typhlosion,157.0,240.0,17.0,795.0,2.0,1.0,"blaze, flash-fire",111.0,True,typhlosion,generation-ii,grassland,medium-slow,yellow,quadruped,45.0,70.0,False,False,False,quilava,0,1,0.08040201005025126,0.07941588317663532,0.35664335664335667,0.5,1.0,0.2941176470588235,0.17215374995674773,0.5980392156862745,0.4408618112615341
Typhlosion,Fire,Ghost,534,73,84,78,119,85,95,True,typhlosion,157.0,240.0,17.0,795.0,2.0,1.0,"blaze, flash-fire",111.0,True,typhlosion,generation-ii,grassland,medium-slow,yellow,quadruped,45.0,70.0,False,False,False,quilava,0,1,0.08040201005025126,0.07941588317663532,0.35664335664335667,0.5,1.0,0.2941176470588235,0.17215374995674773,0.5980392156862745,0.4408618112615341
Totodile,Water,,314,50,65,64,44,48,43,True,totodile,158.0,63.0,6.0,95.0,2.0,1.0,"torrent, sheer-force",98.0,True,totodile,generation-ii,waters-edge,medium-slow,blue,upright,45.0,70.0,False,False,False,,0,0,0.025125628140703515,0.009401880376075214,0.0472027972027972,0.5,1.0,0.25935828877005346,0.027243435239858643,0.5864527629233511,0.24275413574129806
Croconaw,Water,,405,65,80,80,59,63,58,True,croconaw,159.0,142.0,11.0,250.0,2.0,1.0,"torrent, sheer-force",100.0,True,croconaw,generation-ii,waters-edge,medium-slow,blue,upright,45.0,70.0,False,False,False,totodile,0,1,0.05025125628140704,0.02490498099619924,0.1853146853146853,0.5,1.0,0.2647058823529411,0.0868236408640972,0.5882352941176471,0.411341209906288
Feraligatr,Water,,530,85,105,100,79,83,78,True,feraligatr,160.0,239.0,23.0,888.0,2.0,1.0,"torrent, sheer-force",119.0,True,feraligatr,generation-ii,waters-edge,medium-slow,blue,upright,45.0,70.0,False,False,False,croconaw,0,1,0.11055276381909548,0.08871774354870973,0.3548951048951049,0.5,1.0,0.3155080213903743,0.18472187075430338,0.605169340463458,0.4474842974116743
Sentret,Normal,,215,35,46,34,35,45,20,True,sentret,161.0,43.0,8.0,60.0,3.0,1.0,"run-away, keen-eye, frisk",100.0,True,sentret,generation-ii,grassland,medium,brown,quadruped,255.0,70.0,False,False,False,,0,0,0.035175879396984924,0.005901180236047209,0.012237762237762226,1.0,1.0,0.2647058823529411,0.017771607290264786,0.7549019607843137,0.307292266500805
Furret,Normal,,415,85,76,64,45,55,90,True,furret,162.0,145.0,18.0,325.0,3.0,1.0,"run-away, keen-eye, frisk",105.0,True,furret,generation-ii,grassland,medium,brown,quadruped,90.0,70.0,False,False,False,sentret,0,1,0.08542713567839197,0.032406481296259254,0.19055944055944055,1.0,1.0,0.2780748663101604,0.10279768584469724,0.7593582887700534,0.4845826212614305
Hoothoot,Normal,Flying,262,60,30,30,36,56,50,True,hoothoot,163.0,52.0,7.0,212.0,3.0,1.0,"insomnia, keen-eye, tinted-lens",92.0,True,hoothoot,generation-ii,forest,medium,brown,wings,255.0,70.0,False,False,False,,0,0,0.03015075376884422,0.021104220844168835,0.02797202797202797,1.0,1.0,0.24331550802139035,0.02640900086168034,0.74777183600713,0.30703143466135613
Noctowl,Normal,Flying,452,100,50,50,86,96,70,True,noctowl,164.0,158.0,16.0,408.0,3.0,1.0,"insomnia, keen-eye, tinted-lens",96.0,True,noctowl,generation-ii,forest,medium,brown,wings,90.0,70.0,False,False,False,hoothoot,0,1,0.07537688442211056,0.040708141628325666,0.21328671328671325,1.0,1.0,0.25401069518716574,0.10979057977904982,0.7513368983957219,0.48347193329200366
Ledyba,Bug,Flying,265,40,20,30,40,80,55,True,ledyba,165.0,53.0,10.0,108.0,3.0,1.0,"swarm, early-bird, rattled",74.0,True,ledyba,generation-ii,forest,fast,red,wings,255.0,70.0,False,False,False,,0,0,0.04522613065326633,0.010702140428085616,0.029720279720279713,1.0,1.0,0.19518716577540104,0.028549516933877223,0.7317290552584671,0.30125647718355003
Ledian,Bug,Flying,390,55,35,50,55,110,85,True,ledian,166.0,137.0,14.0,356.0,3.0,1.0,"swarm, early-bird, iron-fist",73.0,True,ledian,generation-ii,forest,fast,red,wings,90.0,70.0,False,False,False,ledyba,0,1,0.06532663316582915,0.03550710142028406,0.17657342657342656,1.0,1.0,0.19251336898395718,0.0924690537198466,0.7308377896613191,0.47007583198048164
Spinarak,Bug,Poison,250,40,60,40,40,40,30,True,spinarak,167.0,50.0,5.0,85.0,3.0,1.0,"swarm, insomnia, sniper",81.0,True,spinarak,generation-ii,forest,fast,green,armor,255.0,70.0,False,False,False,,0,0,0.020100502512562814,0.008401680336067212,0.024475524475524466,1.0,1.0,0.213903743315508,0.017659235774718163,0.7379679144385026,0.3004849365078165
Ariados,Bug,Poison,400,70,90,70,60,70,40,True,ariados,168.0,140.0,11.0,335.0,3.0,1.0,"swarm, insomnia, sniper",87.0,True,ariados,generation-ii,forest,fast,red,armor,90.0,70.0,False,False,False,spinarak,0,1,0.05025125628140704,0.03340668133626726,0.18181818181818182,1.0,1.0,0.2299465240641711,0.08849203981195204,0.7433155080213903,0.4738738151521418
Crobat,Poison,Flying,535,85,90,80,70,80,130,True,crobat,169.0,241.0,18.0,750.0,2.0,1.0,"inner-focus, infiltrator",81.0,True,crobat,generation-ii,cave,medium,purple,bug-wings,90.0,70.0,False,False,False,golbat,0,1,0.08542713567839197,0.07491498299659931,0.35839160839160844,0.5,1.0,0.213903743315508,0.17291124235553323,0.571301247771836,0.43039387181539435
Chinchou,Water,Electric,330,75,38,38,56,56,67,True,chinchou,170.0,66.0,5.0,120.0,3.0,1.0,"volt-absorb, illuminate, water-absorb",77.0,True,chinchou,generation-ii,sea,slow,blue,fish,190.0,70.0,False,False,False,,0,0,0.020100502512562814,0.011902380476095218,0.05244755244755245,1.0,1.0,0.2032085561497326,0.028150145145403493,0.7344028520499108,0.3022061843635854
Lanturn,Water,Electric,460,125,58,58,76,76,67,True,lanturn,171.0,161.0,12.0,225.0,3.0,1.0,"volt-absorb, illuminate, water-absorb",84.0,True,lanturn,generation-ii,sea,slow,blue,fish,75.0,70.0,False,False,False,chinchou,0,1,0.055276381909547735,0.022404480896179236,0.21853146853146851,1.0,1.0,0.22192513368983954,0.09873744377906517,0.7406417112299465,0.4758779176256982
Pichu,Electric,,205,20,40,15,35,35,60,True,pichu,172.0,41.0,3.0,20.0,2.0,1.0,"static, lightning-rod",86.0,True,pichu,generation-ii,forest,medium,yellow,quadruped,190.0,70.0,True,False,False,,0,0,0.010050251256281405,0.001900380076015203,0.008741258741258737,0.5,1.0,0.22727272727272724,0.006897296691185116,0.5757575757575758,0.23237221931038587
Cleffa,Fairy,,218,50,25,28,45,55,15,True,cleffa,173.0,44.0,3.0,30.0,3.0,1.0,"cute-charm, magic-guard, friend-guard",109.0,True,cleffa,generation-ii,mountain,fast,pink,upright,150.0,140.0,True,False,False,,0,0,0.010050251256281405,0.0029005801160232043,0.013986013986013984,1.0,1.0,0.2887700534759358,0.008978948452772865,0.7629233511586452,0.30786302499928997
Igglybuff,Normal,Fairy,210,90,30,15,40,20,15,True,igglybuff,174.0,42.0,3.0,10.0,3.0,1.0,"cute-charm, competitive, friend-guard",96.0,True,igglybuff,generation-ii,grassland,fast,pink,humanoid,170.0,70.0,True,False,False,,0,0,0.010050251256281405,0.0009001800360072014,0.010489510489510481,1.0,1.0,0.25401069518716574,0.007146647260599696,0.7513368983957219,0.30267875353646867
Togepi,Fairy,,245,35,20,65,40,65,20,True,togepi,175.0,49.0,3.0,15.0,3.0,1.0,"hustle, serene-grace, super-luck",106.0,True,togepi,generation-ii,forest,fast,white,humanoid,190.0,70.0,True,False,False,,0,0,0.010050251256281405,0.001400280056011202,0.02272727272727272,1.0,1.0,0.28074866310160423,0.011392601346521777,0.7602495543672014,0.3075176021508371
Togetic,Fairy,Flying,405,55,40,85,80,105,40,True,togetic,176.0,142.0,6.0,32.0,3.0,1.0,"hustle, serene-grace, super-luck",121.0,True,togetic,generation-ii,forest,fast,white,humanoid,75.0,70.0,False,False,False,togepi,0,1,0.025125628140703515,0.003100620124024805,0.1853146853146853,1.0,1.0,0.320855614973262,0.07118031119313788,0.7736185383244206,0.48080150868770966
Natu,Psychic,Flying,320,40,50,45,70,45,70,True,natu,177.0,64.0,2.0,20.0,3.0,1.0,"synchronize, early-bird, magic-bounce",93.0,True,natu,generation-ii,forest,medium,green,wings,190.0,70.0,False,False,False,,0,0,0.005025125628140704,0.001900380076015203,0.048951048951048945,1.0,1.0,0.2459893048128342,0.018625518218401617,0.7486631016042781,0.30505289610723174
Xatu,Psychic,Flying,470,65,75,70,95,70,95,True,xatu,178.0,165.0,15.0,150.0,3.0,1.0,"synchronize, early-bird, magic-bounce",91.0,True,xatu,generation-ii,forest,medium,green,wings,75.0,70.0,False,False,False,natu,0,1,0.07035175879396986,0.014902980596119223,0.2255244755244755,1.0,1.0,0.2406417112299465,0.10359307163818819,0.7468805704099822,0.47983014965544935
Mareep,Electric,,280,55,40,40,65,45,35,True,mareep,179.0,56.0,6.0,78.0,2.0,1.0,"static, plus",71.0,True,mareep,generation-ii,grassland,medium-slow,white,quadruped,235.0,70.0,False,False,False,,0,0,0.025125628140703515,0.0077015403080616125,0.03496503496503496,0.5,1.0,0.1871657754010695,0.022597401137933362,0.5623885918003565,0.23173465706152263
Flaaffy,Electric,,365,70,55,55,80,60,45,True,flaaffy,180.0,128.0,8.0,133.0,2.0,1.0,"static, plus",83.0,True,flaaffy,generation-ii,grassland,medium-slow,pink,upright,120.0,70.0,False,False,False,mareep,0,1,0.035175879396984924,0.01320264052810562,0.16083916083916083,0.5,1.0,0.2192513368983957,0.06973922692141712,0.5730837789661319,0.4001552796628779
Ampharos,Electric,,510,90,75,85,115,90,55,True,ampharos,181.0,230.0,14.0,615.0,2.0,1.0,"static, plus",104.0,True,ampharos,generation-ii,grassland,medium-slow,yellow,upright,45.0,70.0,False,False,False,flaaffy,0,1,0.06532663316582915,0.0614122824564913,0.33916083916083917,0.5,1.0,0.27540106951871657,0.1552999182610532,0.5918003565062389,0.43331011808081155
Ampharos,Electric,Dragon,610,90,95,105,165,110,45,True,ampharos,181.0,230.0,14.0,615.0,2.0,1.0,"static, plus",104.0,True,ampharos,generation-ii,grassland,medium-slow,yellow,upright,45.0,70.0,False,False,False,flaaffy,0,1,0.06532663316582915,0.0614122824564913,0.33916083916083917,0.5,1.0,0.27540106951871657,0.1552999182610532,0.5918003565062389,0.43331011808081155
Bellossom,Grass,,490,75,80,95,90,100,50,True,bellossom,182.0,221.0,4.0,58.0,2.0,1.0,"chlorophyll, healer",86.0,True,bellossom,generation-ii,grassland,medium-slow,green,humanoid,45.0,70.0,False,False,False,gloom,0,1,0.01507537688442211,0.00570114022804561,0.32342657342657344,0.5,1.0,0.22727272727272724,0.1147343635130137,0.5757575757575758,0.4147233393569345
Marill,Water,Fairy,250,70,20,50,20,50,40,True,marill,183.0,88.0,4.0,85.0,3.0,1.0,"thick-fat, huge-power, sap-sipper",109.0,True,marill,generation-ii,waters-edge,fast,blue,upright,190.0,70.0,False,False,False,azurill,0,1,0.01507537688442211,0.008401680336067212,0.09090909090909091,1.0,1.0,0.2887700534759358,0.03812871604319341,0.7629233511586452,0.4666079552764162
Azumarill,Water,Fairy,420,100,50,80,60,80,50,True,azumarill,184.0,189.0,8.0,285.0,3.0,1.0,"thick-fat, huge-power, sap-sipper",107.0,True,azumarill,generation-ii,waters-edge,fast,blue,upright,75.0,70.0,False,False,False,marill,0,1,0.035175879396984924,0.028405681136227247,0.2674825174825175,1.0,1.0,0.2834224598930481,0.1103546926719099,0.7611408199643493,0.4875627357873127
Sudowoodo,Rock,,410,70,100,115,30,65,30,True,sudowoodo,185.0,144.0,12.0,380.0,3.0,1.0,"sturdy, rock-head, rattled",101.0,True,sudowoodo,generation-ii,forest,medium,brown,humanoid,65.0,70.0,False,False,False,bonsly,0,1,0.055276381909547735,0.03790758151630326,0.18881118881118883,1.0,1.0,0.267379679144385,0.09399838407901329,0.7557932263814617,0.48051680577628875
Politoed,Water,,500,90,75,75,90,100,70,True,politoed,186.0,225.0,11.0,339.0,3.0,1.0,"water-absorb, damp, drizzle",92.0,True,politoed,generation-ii,waters-edge,medium-slow,green,humanoid,45.0,70.0,False,False,False,poliwhirl,0,1,0.05025125628140704,0.033806761352270454,0.3304195804195804,1.0,1.0,0.24331550802139035,0.13815919935108598,0.74777183600713,0.4905564942081778
Hoppip,Grass,Flying,250,35,35,40,35,55,50,True,hoppip,187.0,50.0,4.0,5.0,3.0,1.0,"chlorophyll, leaf-guard, infiltrator",83.0,True,hoppip,generation-ii,grassland,medium-slow,pink,upright,255.0,70.0,False,False,False,,0,0,0.01507537688442211,0.00040008001600320064,0.024475524475524466,1.0,1.0,0.2192513368983957,0.013316993791983258,0.7397504456327986,0.2998952763907144
Skiploom,Grass,Flying,340,55,45,50,45,65,80,True,skiploom,188.0,119.0,6.0,10.0,3.0,1.0,"chlorophyll, leaf-guard, infiltrator",75.0,True,skiploom,generation-ii,grassland,medium-slow,green,upright,120.0,70.0,False,False,False,hoppip,0,1,0.025125628140703515,0.0009001800360072014,0.1451048951048951,1.0,1.0,0.1978609625668449,0.05704356776053527,0.7326203208556149,0.4601611986704065
